id ;pg ;wilayah;lokasi
884;PG1;AW05;081AJ2A
885;PG1;AW05;081AJ2B
886;PG1;AW05;081AJ2C
887;PG1;AW05;081AJ2D
888;PG1;AW05;081AJ2E
889;PG1;AW05;081AJ2F
890;PG1;AW05;081AJ2G
891;PG1;AW05;081AJ2H
892;PG1;AW05;081AJ2J
893;PG1;AW05;081AJ2K
894;PG1;AW05;081AJ2L
895;PG1;AW05;081AJ2M
896;PG1;AW05;081AJ2N
897;PG1;AW05;081AJ2P
898;PG1;AW05;081AJ2Q
899;PG1;AW05;081AJ2R
900;PG1;AW05;081AJ2S
901;PG1;AW05;081AJ2T
902;PG1;AW05;081AJ2U
903;PG1;AW05;081AJ2V
904;PG1;AW05;081AJ2W
905;PG1;AW05;081AJ2X
906;PG1;AW05;081AJ2Y
907;PG1;AW05;081AJ2Z
908;PG1;AW05;081AJ3A
909;PG1;AW05;081AJ3B
910;PG1;AW05;081AJ3C
911;PG1;AW05;081AJ3D
912;PG1;AW05;081AJ3E
913;PG1;AW05;081AJ3F
914;PG1;AW05;081AJ3G
915;PG1;AW05;081AJ3H
916;PG1;AW05;081AJ3J
917;PG1;AW05;081AJ3K
918;PG1;AW05;081AJ3L
919;PG1;AW05;081AJ3M
920;PG1;AW05;081AJ3N
921;PG1;AW05;081AJ3P
922;PG1;AW05;081AJ3Q
923;PG1;AW05;081AJ3R
924;PG1;AW05;081AJ3S
925;PG1;AW05;081AJ3T
926;PG1;AW05;081AJ3U
927;PG1;AW05;081AJ3V
928;PG1;AW05;081AJ3W
929;PG1;AW05;081AJ3X
930;PG1;AW05;081AJ3Y
931;PG1;AW05;081AJ3Z
932;PG1;AW05;081AJ4A
933;PG1;AW05;081AJ4B
934;PG1;AW05;081AJ4C
935;PG1;AW05;081AJ4D
936;PG1;AW05;081AJ4E
937;PG1;AW05;081AJ4F
938;PG1;AW05;081AJ4G
939;PG1;AW05;081AJ4H
940;PG1;AW05;081AJ4J
941;PG1;AW05;081AJ4K
942;PG1;AW05;081AJ4L
943;PG1;AW05;081AJ4M
944;PG1;AW05;081AJ4N
945;PG1;AW05;081AJ4P
946;PG1;AW05;081AJ4Q
947;PG1;AW05;081AJ4R
948;PG1;AW05;081AJ4S
949;PG1;AW05;081AK1A
950;PG1;AW05;081AK1B
951;PG1;AW05;081AK1C
952;PG1;AW05;081AK1D
953;PG1;AW05;081AK1E
954;PG1;AW05;081AK1F
955;PG1;AW05;081AK1G
956;PG1;AW05;081AK1H
957;PG1;AW05;081AK1J
958;PG1;AW05;081AK1K
959;PG1;AW05;081AK1L
960;PG1;AW05;081AK1M
961;PG1;AW05;081AK1N
962;PG1;AW05;081AK1P
963;PG1;AW05;081AK1Q
964;PG1;AW05;081AK1R
965;PG1;AW05;081AK1S
966;PG1;AW05;081AK1T
967;PG1;AW05;081AK1U
968;PG1;AW05;081AK1V
969;PG1;AW05;081AK1W
970;PG1;AW05;081AK1X
971;PG1;AW05;081AK1Y
972;PG1;AW05;081AK1Z
973;PG1;AW05;081AK2A
974;PG1;AW05;081AK2B
975;PG1;AW05;081AK2C
976;PG1;AW05;081AK2D
977;PG1;AW05;081AK2E
978;PG1;AW05;081AK2F
979;PG1;AW05;081AK2G
980;PG1;AW05;081AK2H
981;PG1;AW05;081AK2J
982;PG1;AW05;081AK2K
983;PG1;AW05;081AK2L
984;PG1;AW05;081AK2M
985;PG1;AW05;081AK2N
986;PG1;AW05;081AK2P
987;PG1;AW05;081AK2Q
988;PG1;AW05;081AK2R
989;PG1;AW05;081AK2S
990;PG1;AW05;081AK2T
991;PG1;AW05;081AK2U
992;PG1;AW05;081AK2V
993;PG1;AW05;081AK2W
994;PG1;AW05;081AK2X
995;PG1;AW05;081AK2Y
996;PG1;AW05;081AK2Z
997;PG1;AW05;081AK3A
998;PG1;AW05;081AK3B
999;PG1;AW05;081AK3C
1000;PG1;AW05;081AK3D
1001;PG1;AW05;081AK3E
1002;PG1;AW05;081AK3F
1003;PG1;AW05;081AK3G
1004;PG1;AW05;081AK3H
1005;PG1;AW05;081AK3J
1006;PG1;AW05;081AK3K
1007;PG1;AW05;081AK3L
1008;PG1;AW05;081AK3M
1009;PG1;AW05;081AK3N
1010;PG1;AW05;081AK3P
1011;PG1;AW05;081AK3Q
1012;PG1;AW05;081AK3R
1013;PG1;AW05;081AK3S
1014;PG1;AW05;081AK3T
1015;PG1;AW05;081AK3U
1016;PG1;AW05;081AK3V
1017;PG1;AW05;081AK3W
1018;PG1;AW05;081AK3X
1019;PG1;AW05;081AK3Y
1020;PG1;AW05;081AK3Z
1021;PG1;AW05;081AK4A
1022;PG1;AW05;081AK4B
1023;PG1;AW05;081AK4C
1024;PG1;AW05;081AK4D
1025;PG1;AW05;081AK4E
1026;PG1;AW05;081AK4F
1027;PG1;AW05;081AK4G
1028;PG1;AW05;081AK4H
1029;PG1;AW05;081AK4J
1030;PG1;AW05;081AK4K
1031;PG1;AW05;081AK4L
1032;PG1;AW05;081AK4M
1033;PG1;AW05;081AK4N
1034;PG1;AW05;081AK4P
1035;PG1;AW05;081AK4Q
1036;PG1;AW05;081AK4R
1037;PG1;AW05;081AK4S
1038;PG1;AW05;081AK4T
1039;PG1;AW05;081AK4U
1040;PG1;AW05;081AK4V
1041;PG1;AW05;081AK4W
1042;PG1;AW05;081AK4X
1043;PG1;AW05;081AK4Y
1044;PG1;AW05;081AK4Z
1045;PG1;AW05;081AK5A
1046;PG1;AW05;081AK5B
1047;PG1;AW05;081AK5C
1048;PG1;AW05;081AK5D
1049;PG1;AW05;081AK5E
1050;PG1;AW05;081ARD1
1051;PG1;AW05;081ARD2
1052;PG1;AW05;081ARND
1053;PG1;AW05;081AZ
1054;PG1;AW05;404KF1B
1055;PG1;AW05;404KF1C
1056;PG1;AW05;404KF1D
1057;PG1;AW05;404KF2B
1058;PG1;AW05;404KF2C
1059;PG1;AW05;404KF2D
1060;PG1;AW05;404KF3B
1061;PG1;AW05;404KF3C
1062;PG1;AW05;M40A21A
1063;PG1;AW05;M40A21B
1064;PG1;AW05;M40B21A
1065;PG1;AW05;M40B21B
1066;PG1;AW05;M40G21A
1067;PG1;AW05;M40G21B
1068;PG1;AW05;M40H21A
1069;PG1;AW05;M40H21B
1070;PG1;AW05;M40I21A
1071;PG1;AW05;M40I21B
1072;PG1;AW05;M40K21A
1073;PG1;AW05;M40L20A
1074;PG1;AW05;M40L20B
1075;PG1;AW05;M81A21A
1076;PG1;AW05;M81A21B
1077;PG1;AW05;M81A22A
1078;PG1;AW05;M81A22B
1079;PG1;AW05;M81A23A
1080;PG1;AW05;M81A23B
1081;PG1;AW05;M81A24A
1082;PG1;AW05;M81A24B
1083;PG1;AW05;M81B21A
1084;PG1;AW05;M81B21B
1085;PG1;AW05;M81B22A
1086;PG1;AW05;M81B22B
1087;PG1;AW05;M81B23A
1088;PG1;AW05;M81B23B
1089;PG1;AW05;M81B24A
1090;PG1;AW05;M81B24B
1091;PG1;AW05;M81C21A
1092;PG1;AW05;M81C21B
1093;PG1;AW05;M81C22A
1094;PG1;AW05;M81C22B
1095;PG1;AW05;M81C23A
1096;PG1;AW05;M81C23B
1097;PG1;AW05;M81C24A
1098;PG1;AW05;M81C24B
1099;PG1;AW05;M81D21A
1100;PG1;AW05;M81D21B
1101;PG1;AW05;M81D22A
1102;PG1;AW05;M81D22B
1103;PG1;AW05;M81D23A
1104;PG1;AW05;M81D23B
1105;PG1;AW05;M81D24A
1106;PG1;AW05;M81D24B
1107;PG1;AW05;M81E21A
1108;PG1;AW05;M81E21B
1109;PG1;AW05;M81E22A
1110;PG1;AW05;M81E22B
1111;PG1;AW05;M81E23A
1112;PG1;AW05;M81E23B
1113;PG1;AW05;M81E24A
1114;PG1;AW05;M81E24B
1115;PG1;AW05;M81E25B
1116;PG1;AW05;M81F21A
1117;PG1;AW05;M81F21B
1118;PG1;AW05;M81F22A
1119;PG1;AW05;M81F22B
1120;PG1;AW05;M81F23A
1121;PG1;AW05;M81F23B
1122;PG1;AW05;M81F24A
1123;PG1;AW05;M81F24B
1124;PG1;AW05;M81G21A
1125;PG1;AW05;M81G21B
1126;PG1;AW05;M81G22A
1127;PG1;AW05;M81G22B
1128;PG1;AW05;M81G22C
1129;PG1;AW05;M81G23A
1130;PG1;AW05;M81G23B
1131;PG1;AW05;M81G24A
1132;PG1;AW05;M81G24B
1133;PG1;AW05;M81H21A
1134;PG1;AW05;M81H21B
1135;PG1;AW05;M81H22A
1136;PG1;AW05;M81H22B
1137;PG1;AW05;M81H22C
1138;PG1;AW05;M81H23A
1139;PG1;AW05;M81H23B
1140;PG1;AW05;M81H24A
1141;PG1;AW05;M81H24B
1142;PG1;AW05;M81I21A
1143;PG1;AW05;M81I21B
1144;PG1;AW05;M81I22A
1145;PG1;AW05;M81I22B
1146;PG1;AW05;M81I23A
1147;PG1;AW05;M81I23B
1148;PG1;AW05;M81I24A
1149;PG1;AW05;M81I24B
1150;PG1;AW05;M81J21A
1151;PG1;AW05;M81J21B
1152;PG1;AW05;M81J22A
1153;PG1;AW05;M81J22B
1154;PG1;AW05;M81J23A
1155;PG1;AW05;M81J23B
1156;PG1;AW05;M81K21A
1157;PG1;AW05;M81K21B
1158;PG1;AW05;M81K22A
1159;PG1;AW05;M81K22B
1160;PG1;AW05;M81K23A
1161;PG1;AW05;M81K23B
1162;PG1;AW05;M81K24A
1163;PG1;AW05;M81L20A
1164;PG1;AW05;M81L20B
1165;PG1;AW05;M81L21A
1166;PG1;AW05;M81L21B
1167;PG1;AW05;M81L22A
1168;PG1;AW05;M81L22B
1169;PG1;AW05;M81L23A
1170;PG1;AW05;M81L23B
1171;PG1;AW05;M81L24A
1172;PG1;AW05;M81L24B
1173;PG1;AW05;NPBA001
1174;PG1;AW05;NPBA002
1175;PG1;AW05;NPBA003
1176;PG1;AW05;NPBA004
1177;PG1;AW05;NPBA005
1178;PG1;AW05;NPBA006
1179;PG1;AW05;NPBA007
1180;PG1;AW05;NPBA008
1181;PG1;AW05;NPBA009
1182;PG1;AW05;NPBA010
1183;PG1;AW05;NPBC001
1184;PG1;AW05;NPBC002
1185;PG1;AW05;NPBC003
1186;PG1;AW05;NPBC004
1187;PG1;AW05;NPBC005
1188;PG1;AW05;NPBC007
1189;PG1;AW05;NPBC008
1190;PG1;AW05;NPBC009
1191;PG1;AW05;NPBC010
1192;PG1;AW05;NPBC011
1193;PG1;AW05;NPBC012
1194;PG1;AW05;NPBC013
1195;PG1;AW05;NPBC014
1196;PG1;AW05;NPBC015
1197;PG1;AW05;NPBD001
1198;PG1;AW05;NPBD002
1199;PG1;AW05;NPBD003
1200;PG1;AW05;NPBD004
1201;PG1;AW05;NPBD005
1202;PG1;AW05;NPBD006
1203;PG1;AW05;NPBD007
1204;PG1;AW05;NPBD008
1205;PG1;AW05;NPBD009
1206;PG1;AW05;NPBD010
1207;PG1;AW05;NPBD011
1208;PG1;AW05;NPBD012
1209;PG1;AW05;NPBD013
1210;PG1;AW05;NPBD014
1211;PG1;AW05;NPBD015
1212;PG1;AW05;NPBD016
1213;PG1;AW05;NPBD017
1214;PG1;AW05;NPBD018
1215;PG1;AW05;NPBD019
1216;PG1;AW05;NPBD020
1217;PG1;AW05;NPBD021
1218;PG1;AW05;NPBD022
1219;PG1;AW05;NPBD023
1220;PG1;AW05;NPBD024
1221;PG1;AW05;NPBD025
1222;PG1;AW05;NPBD026
1223;PG1;AW05;NPBD027
1224;PG1;AW05;NPBD028
1225;PG1;AW05;NPBD029
1226;PG1;AW05;NRPD009
1227;PG1;AW05;NRPD010
1228;PG1;AW05;NRPD011
1229;PG1;AW05;NRPD012
1230;PG1;AW05;NRPD013
1231;PG1;AW05;NRPD014
1232;PG1;AW05;NRPD015
1233;PG1;AW05;NRPD016
1234;PG1;AW05;NRPD017
1235;PG1;AW05;NRPD018
1236;PG1;AW05;NRPE004
1237;PG1;AW05;NRPE005
1238;PG1;AW05;NRPE006
1239;PG1;AW05;NRPE007
1240;PG1;AW05;NRPF007
1241;PG1;AW05;NRPF008
1242;PG1;AW05;NRPF009
1243;PG1;AW05;NRPF010
1244;PG1;AW05;NRPF011
1245;PG1;AW05;PSNRMD1
1246;PG1;AW05;PSNRMD2
1247;PG1;AW05;066HS
1248;PG1;AW05;066P1
1249;PG1;AW05;069CS
1250;PG1;AW05;069D2
1251;PG1;AW05;069DS
1252;PG1;AW05;070AS
1253;PG1;AW05;070BS
1254;PG1;AW05;070G
1255;PG1;AW05;070IS
1256;PG1;AW05;071D3
1257;PG1;AW05;071DS
1258;PG1;AW05;081AS
1259;PG1;AW05;081B3
1260;PG1;AW05;082A1
1261;PG1;AW05;082GS
1262;PG1;AW05;082HS
1263;PG1;AW07;083V
1264;PG1;AW07;080DS
1265;PG1;AW07;083A
1266;PG1;AW07;083A1
1267;PG1;AW07;083A3
1268;PG1;AW07;083B
1269;PG1;AW07;083B2
1270;PG1;AW07;083D
1271;PG1;AW07;083FS
1272;PG1;AW07;085M
1273;PG1;AW07;098CS
1274;PG2;AW08;101B2
1275;PG2;AW08;101C1S
1276;PG2;AW08;102B1S
1277;PG2;AW08;108B1
1278;PG2;AW08;109D1
1279;PG2;AW08;110B1
1280;PG2;AW08;110D2
1281;PG2;AW08;110F1
1282;PG2;AW08;110G2
1283;PG2;AW08;111B4
1284;PG2;AW08;111C
1285;PG2;AW08;111D1
1286;PG2;AW08;112A
1287;PG2;AW08;112C2
1288;PG2;AW08;116C2
1289;PG2;AW08;116F1
1290;PG2;AW08;301B
1291;PG2;AW08;301C2
1292;PG2;AW08;301D
1293;PG2;AW08;302D
1294;PG2;AW08;302D1
1295;PG2;AW08;303A1
1296;PG2;AW08;303B2
1297;PG2;AW08;303H3
1298;PG2;AW08;PSTPG2
1299;PG2;AW09;118P
1300;PG2;AW09;118Q
1301;PG2;AW09;118W
1302;PG2;AW09;104A1B
1303;PG2;AW09;104D1S
1304;PG2;AW09;105A3S
1305;PG2;AW09;105D1S
1306;PG2;AW09;106A1
1307;PG2;AW09;106D1
1308;PG2;AW09;106H
1309;PG2;AW09;106H1
1310;PG2;AW09;107D1
1311;PG2;AW09;108A
1312;PG2;AW09;108A3
1313;PG2;AW09;108A4
1314;PG2;AW09;108A5
1315;PG2;AW09;112D
1316;PG2;AW09;113A2
1317;PG2;AW09;113B
1318;PG2;AW09;113C1
1319;PG2;AW09;113D1
1320;PG2;AW09;114G1
1321;PG2;AW09;114H1
1322;PG2;AW09;114K1
1323;PG2;AW09;115A1
1324;PG2;AW09;115B
1325;PG2;AW09;115C
1326;PG2;AW09;118D1
1327;PG2;AW09;118I2
1328;PG2;AW09;118M1
1329;PG2;AW10;120E2
1330;PG2;AW10;121C1
1331;PG2;AW10;122H1
1332;PG2;AW10;123H1
1333;PG2;AW10;123I1
1334;PG2;AW10;132C1
1335;PG2;AW10;133A1
1336;PG2;AW10;133B3
1337;PG2;AW10;134A1
1338;PG2;AW10;134A3
1339;PG2;AW10;134D1
1340;PG2;AW11;123A1
1341;PG2;AW11;135A1
1342;PG2;AW11;135A3
1343;PG2;AW11;135A5
1344;PG2;AW11;135E1
1345;PG2;AW11;136C2
1346;PG2;AW11;140E1
1347;PG2;AW11;141E1
1348;PG2;AW12;145N
1349;PG2;AW12;144C
1350;PG2;AW12;144E1
1351;PG2;AW12;156E1
1352;PG2;AW12;157C2
1353;PG2;AW13;143C1
1354;PG2;AW13;154E1
1355;PG2;AW13;160B
1356;PG2;AW13;160J
1357;PG2;AW13;160M
1358;PG2;AW13;185A1
1359;PG2;AW13;189A1
1360;PG2;AW14;163L
1361;PG2;AW14;162B2
1362;PG2;AW14;162L1
1363;PG2;AW14;162L2
1364;PG2;AW14;163D
1365;PG2;AW14;163D2
1366;PG2;AW14;164E4
1367;PG2;AW14;164E5
1368;PG2;AW14;165B
1369;PG2;AW14;165C1
1370;PG2;AW14;165E1
1371;PG2;AW14;165G1
1372;PG2;AW14;182A1
1373;PG2;AW14;182E1
1374;PG2;AW14;182F1
1375;PG2;AW15;166C1
1376;PG2;AW15;167C2
1377;PG2;AW15;167E1
1378;PG2;AW15;168D
1379;PG2;AW15;168H
1380;PG2;AW15;169B
1381;PG2;AW15;169K
1382;PG2;AW15;170D6
1383;PG2;AW15;170N2
1384;PG2;AW15;170P1
1385;PG2;AW15;172C1
1386;PG2;AW15;172E
1387;PG2;AW15;172E1
1388;PG2;AW15;172G1
1389;PG2;AW15;173A
1390;PG2;AW15;173F
1391;PG2;AW15;174B3
1392;PG2;AW15;174C2
1393;PG2;AW15;175A1
1394;PG2;AW15;175C3
1395;PG2;AW15;176A1
1396;PG2;AW15;176C4
1397;PG2;AW15;176D4
1398;PG3;AW16;504C1
1399;PG3;AW16;504C2
1400;PG3;AW16;507A1
1401;PG3;AW16;507A2
1402;PG3;AW16;507E1
1403;PG3;AW16;507E2
1404;PG3;AW16;508A1
1405;PG3;AW16;508A2A
1406;PG3;AW16;508A2B
1407;PG3;AW16;508A3
1408;PG3;AW16;508B4A
1409;PG3;AW16;508B4B
1410;PG3;AW16;508B5A
1411;PG3;AW16;508B5B
1412;PG3;AW16;508C3
1413;PG3;AW16;508E1
1414;PG3;AW16;508E2
1415;PG3;AW16;511F2A
1416;PG3;AW16;511F2B
1417;PG3;AW16;511F3A
1418;PG3;AW16;511F3B
1419;PG3;AW16;511F3C
1420;PG3;AW16;510A3C3
1421;PG3;AW16;510C1
1422;PG3;AW16;510C2
1423;PG3;AW16;510C3
1424;PG3;AW16;510C3A1
1425;PG3;AW16;510C3A2
1426;PG3;AW16;510C3A3
1427;PG3;AW16;510C3A4
1428;PG3;AW16;510C3B1
1429;PG3;AW16;510C3B2
1430;PG3;AW16;510C3B3
1431;PG3;AW16;510C3B4
1432;PG3;AW16;510C3C1
1433;PG3;AW16;510C3C2
1434;PG3;AW16;510C3C3
1435;PG3;AW16;510C3C4
1436;PG3;AW16;510C3D1
1437;PG3;AW16;510C3D2
1438;PG3;AW16;510C3D3
1439;PG3;AW16;510C3D4
1440;PG3;AW16;510C3E1
1441;PG3;AW16;510C3E2
1442;PG3;AW16;510C3E3
1443;PG3;AW16;510C3E4
1444;PG3;AW16;510C3F1
1445;PG3;AW16;510C3F2
1446;PG3;AW16;510C3F3
1447;PG3;AW16;510C3F4
1448;PG3;AW16;510C3G1
1449;PG3;AW16;510C3G2
1450;PG3;AW16;510C3G3
1451;PG3;AW16;510C3G4
1452;PG3;AW16;510C3H1
1453;PG3;AW16;510C3H2
1454;PG3;AW16;510C3H3
1455;PG3;AW16;510C3H4
1456;PG3;AW16;510C3I1
1457;PG3;AW16;510C3I2
1458;PG3;AW16;510C3I3
1459;PG3;AW16;510C3I4
1460;PG3;AW16;510C3J1
1461;PG3;AW16;510C3J2
1462;PG3;AW16;510C3J3
1463;PG3;AW16;510C3J4
1464;PG3;AW16;510C3K1
1465;PG3;AW16;510C3K2
1466;PG3;AW16;510C3K3
1467;PG3;AW16;510C3K4
1468;PG3;AW16;510C3L1
1469;PG3;AW16;510C3L2
1470;PG3;AW16;510C3L3
1471;PG3;AW16;510C3L4
1472;PG3;AW16;510C3M1
1473;PG3;AW16;510C3M2
1474;PG3;AW16;510C3M3
1475;PG3;AW16;510C3M4
1476;PG3;AW16;510C3N1
1477;PG3;AW16;510C3N2
1478;PG3;AW16;510C3N3
1479;PG3;AW16;510C3N4
1480;PG3;AW16;510C4
1481;PG3;AW16;510C4A1
1482;PG3;AW16;510C4A2
1483;PG3;AW16;510C4A3
1484;PG3;AW16;510C4A4
1485;PG3;AW16;510C4B1
1486;PG3;AW16;510C4B2
1487;PG3;AW16;510C4B3
1488;PG3;AW16;510C4B4
1489;PG3;AW16;510C4C1
1490;PG3;AW16;510C4C2
1491;PG3;AW16;510C4C3
1492;PG3;AW16;510C4C4
1493;PG3;AW16;510C4D1
1494;PG3;AW16;510C4D2
1495;PG3;AW16;510C4D3
1496;PG3;AW16;510C4D4
1497;PG3;AW16;510C4E1
1498;PG3;AW16;510C4E2
1499;PG3;AW16;510C4E3
1500;PG3;AW16;510C4E4
1501;PG3;AW16;510C4F1
1502;PG3;AW16;510C4F2
1503;PG3;AW16;510C4F3
1504;PG3;AW16;510C4F4
1505;PG3;AW16;510C4G1
1506;PG3;AW16;510C4G2
1507;PG3;AW16;510C4G3
1508;PG3;AW16;510C4G4
1509;PG3;AW16;510C4H1
1510;PG3;AW16;510C4H2
1511;PG3;AW16;510C4H3
1512;PG3;AW16;510C4H4
1513;PG3;AW16;510C4I1
1514;PG3;AW16;510C4I2
1515;PG3;AW16;510C4I3
1516;PG3;AW16;510C4I4
1517;PG3;AW16;510C4J1
1518;PG3;AW16;510C4J2
1519;PG3;AW16;510C4J3
1520;PG3;AW16;510C4J4
1521;PG3;AW16;503AS1
1522;PG3;AW16;505CS
1523;PG3;AW16;506AS
1524;PG3;AW16;507DS
1525;PG3;AW16;507F5
1526;PG3;AW16;507SS
1527;PG3;AW16;507SS1
1528;PG3;AW16;507SS2
1529;PG3;AW16;508DS
1530;PG3;AW16;509A3
1531;PG3;AW16;509AS
1532;PG3;AW16;509CS
1533;PG3;AW16;509PS
1534;PG3;AW16;511CS1
1535;PG3;AW16;511FS1
1536;PG3;AW16;PSTPG3
1537;PG3;AW17;517A
1538;PG3;AW17;517B1
1539;PG3;AW17;517B2
1540;PG3;AW17;517C
1541;PG3;AW17;524A1
1542;PG3;AW17;524A2A
1543;PG3;AW17;524C
1544;PG3;AW17;512S3
1545;PG3;AW17;512S4
1546;PG3;AW17;514SS
1547;PG3;AW17;515AS
1548;PG3;AW17;515BS
1549;PG3;AW17;515CS
1550;PG3;AW17;516AS
1551;PG3;AW17;516AS1
1552;PG3;AW17;516CS
1553;PG3;AW17;516DS
1554;PG3;AW17;518FS1
1555;PG3;AW17;519CS
1556;PG3;AW17;519DS
1557;PG3;AW17;520GS
1558;PG3;AW17;520HS
1559;PG3;AW17;524A2B
1560;PG3;AW17;524A2S
1561;PG3;AW17;525ES1
1562;PG3;AW18;521DS
1563;PG3;AW18;521ES
1564;PG3;AW18;522BS
1565;PG3;AW18;526B5
1566;PG3;AW18;526B5S
1567;PG3;AW18;526SS
1568;PG3;AW18;529FS1
1569;PG3;AW18;535D
1570;PG3;AW18;536E3S
1571;PG3;AW18;537SS
1572;PG3;AW19;541A1A
1573;PG3;AW19;541A1B
1574;PG3;AW19;541A2A
1575;PG3;AW19;541A2B
1576;PG3;AW19;541E
1577;PG3;AW19;543C1
1578;PG3;AW19;543C2
1579;PG3;AW19;543D
1580;PG3;AW19;544C1
1581;PG3;AW19;544C3
1582;PG3;AW19;544D1A
1583;PG3;AW19;545B1
1584;PG3;AW19;545B2
1585;PG3;AW19;545B3
1586;PG3;AW19;545C1
1587;PG3;AW19;545C2
1588;PG3;AW19;545D
1589;PG3;AW19;545E1
1590;PG3;AW19;553B1A
1591;PG3;AW19;553B1B
1592;PG3;AW19;553B2A
1593;PG3;AW19;553B2B
1594;PG3;AW19;553B2C
1595;PG3;AW19;553D1
1596;PG3;AW19;553D2
1597;PG3;AW19;533AS1
1598;PG3;AW19;533PS
1599;PG3;AW19;534AS
1600;PG3;AW19;534BS
1601;PG3;AW19;534E1
1602;PG3;AW19;534GS
1603;PG3;AW19;534PS
1604;PG3;AW19;541BS
1605;PG3;AW19;541HS
1606;PG3;AW19;541SS
1607;PG3;AW19;542F4
1608;PG3;AW19;542F4S
1609;PG3;AW19;542SS
1610;PG3;AW19;544B4
1611;PG3;AW19;544C2
1612;PG3;AW19;544D1B
1613;PG3;AW19;544D2A
1614;PG3;AW19;544D2B
1615;PG3;AW19;545AS
1616;PG3;AW19;545ES
1617;PG3;AW19;546E1S
1618;PG3;AW20;538H1
1619;PG3;AW20;538H2
1620;PG3;AW20;539B1A
1621;PG3;AW20;539B1B
1622;PG3;AW20;539D1
1623;PG3;AW20;539D2
1624;PG3;AW20;539D3
1625;PG3;AW20;547G1
1626;PG3;AW20;547G2
1627;PG3;AW20;584D1
1628;PG3;AW20;584D2
1629;PG3;AW20;588B1
1630;PG3;AW20;588B2
1631;PG3;AW20;579A1A
1632;PG3;AW20;579A2A
1633;PG3;AW20;579A2B
1634;PG3;AW20;579F2
1635;PG3;AW20;580AS
1636;PG3;AW20;581AS
1637;PG3;AW20;581BS
1638;PG3;AW20;582AS
1639;PG3;AW20;582BS
1640;PG3;AW20;584E3
1641;PG3;AW20;589AS1
1642;PG3;AW20;589D7
1643;PG3;AW20;590SS
1644;PG3;AW21;549A1
1645;PG3;AW21;549B1A
1646;PG3;AW21;549B1B
1647;PG3;AW21;549B2A
1648;PG3;AW21;549B2B
1649;PG3;AW21;549B2C
1650;PG3;AW21;549C1
1651;PG3;AW21;549C2
1652;PG3;AW21;549C3
1653;PG3;AW21;550D2C
1654;PG3;AW21;551B3
1655;PG3;AW21;551B4
1656;PG3;AW21;552A1
1657;PG3;AW21;552A2
1658;PG3;AW21;552B1
1659;PG3;AW21;552B2
1660;PG3;AW21;552C1
1661;PG3;AW21;552C2
1662;PG3;AW21;552C3
1663;PG3;AW21;552G1A
1664;PG3;AW21;552G1B
1665;PG3;AW21;552G2A
1666;PG3;AW21;552G2B
1667;PG3;AW21;554D1
1668;PG3;AW21;554D2
1669;PG3;AW21;554E1A
1670;PG3;AW21;554E1B
1671;PG3;AW21;554E2B
1672;PG3;AW21;556E1A
1673;PG3;AW21;556E1B
1674;PG3;AW21;557A1A
1675;PG3;AW21;557A1B
1676;PG3;AW21;557A2
1677;PG3;AW21;557F1
1678;PG3;AW21;557F2
1679;PG3;AW21;562B2A
1680;PG3;AW21;562B2B
1681;PG3;AW21;562B2C
1682;PG3;AW21;562C1
1683;PG3;AW21;562C2
1684;PG3;AW21;562D1
1685;PG3;AW21;562D2
1686;PG3;AW21;548BS
1687;PG3;AW21;548ES
1688;PG3;AW21;548SS
1689;PG3;AW21;549AS
1690;PG3;AW21;550ES1
1691;PG3;AW21;551A
1692;PG3;AW21;551C1
1693;PG3;AW21;551C2
1694;PG3;AW21;552DS1
1695;PG3;AW21;552GS
1696;PG3;AW21;556A3
1697;PG3;AW21;588E3
1698;PG3;AW21;588ES
1699;PG3;AW22;567B1
1700;PG3;AW22;567B2
1701;PG3;AW22;567C1A
1702;PG3;AW22;567C1B
1703;PG3;AW22;567C2A
1704;PG3;AW22;567C2B
1705;PG3;AW22;567E1
1706;PG3;AW22;567E2A
1707;PG3;AW22;567E2B
1708;PG3;AW22;568H1
1709;PG3;AW22;568H2
1710;PG3;AW22;568H3
1711;PG3;AW22;569A1
1712;PG3;AW22;569A2
1713;PG3;AW22;569B1
1714;PG3;AW22;569B2A
1715;PG3;AW22;569B2B
1716;PG3;AW22;570H1A
1717;PG3;AW22;570H1B
1718;PG3;AW22;570H2A
1719;PG3;AW22;570H2B
1720;PG3;AW22;576D1
1721;PG3;AW22;576D2
1722;PG3;AW22;558AS
1723;PG3;AW22;559BS
1724;PG3;AW22;559CS
1725;PG3;AW22;567BS1
1726;PG3;AW22;567D2S
1727;PG3;AW22;567FS1
1728;PG3;AW22;567GS
1729;PG3;AW22;568A2S
1730;PG3;AW22;568CS
1731;PG3;AW22;568H4
1732;PG3;AW22;568IS
1733;PG3;AW22;570AS1
1734;PG3;AW23;554B2
1735;PG3;AW23;555A1
1736;PG3;AW23;555A2
1737;PG3;AW23;555D1
1738;PG3;AW23;563B1
1739;PG3;AW23;563E1A
1740;PG3;AW23;563E1B
1741;PG3;AW23;563E2A
1742;PG3;AW23;563E2B
1743;PG3;AW23;564A1
1744;PG3;AW23;564A2
1745;PG3;AW23;564A3
1746;PG3;AW23;564D1A
1747;PG3;AW23;564D1B
1748;PG3;AW23;564D2A
1749;PG3;AW23;564D2B
1750;PG3;AW23;571A
1751;PG3;AW23;571B1
